Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Pacific island small states,PSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.264363132,0.211247722,0.201441614,0.209286648,0.746138721,0.650084991,0.667442838,0.7073494,0.633568367,1.222988786,1.452498132,1.187858594,0.829701911,0.978290037,0.967194386,0.923805215,0.337874743,0.430650212,0.28354501,0.3721707,0.452060728,0.271845672,0.259001422,0.227156854,0.193990606,0.19644401,0.256248285,0.189971405,0.059818163,0.153829361,0.330247821,0.21906669,0.224259738,0.232062629,0.28193718,0.353213475,0.366703422,0.346116193,0.497154697,0.256747594,0.336624389,0.423881245,0.347295688,0.359491002,0.313508437,0.083866594,
French Polynesia,PYF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.223217172,0.234052544,0.386803923,1.010381144,50.17067778,40.3821904,40.67994299,37.64353597,37.65367085,80.99228768,64.18959239,39.29096105,29.41820085,32.48130356,42.07719151,34.11891741,18.77858906,23.94328843,18.90626497,31.91995827,41.96366615,24.91514425,24.3782332,23.32878821,19.51899031,19.96433267,23.52610643,23.49505079,16.47442765,22.64448532,30.36368787,25.6033122,24.974744,23.81588127,27.05410357,29.21525307,27.34968284,21.82566853,21.81300238,12.91726817,14.04946206,15.25448268,13.73427052,12.17786606,10.41614567,5.852028654,
Romania,ROU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.613149759,1.126811068,1.69900239,2.180083077,1.17475439,1.371240913,1.28804733,1.044131565,0.930007277,1.287234472,1.035014265,0.181921331,0.863440157,1.922579976,1.307706127,1.190211008,1.073270648,1.116393163,1.242358109,1.091794393,0.789517138,0.896342012,0.565809544,0.779993428,1.055680666,1.02890762,0.892953999,0.739718658,0.334985242,
Russian Federation,RUS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.751279775,9.777851292,4.09788896,3.831799751,3.711690265,3.426574988,4.069573001,5.575468864,4.307831405,1.342631975,7.537611685,14.25478558,9.545176809,9.700800194,10.30269375,11.17162686,13.55241448,12.72661671,10.44494894,11.21983451,8.12209578,9.529574837,11.08583857,10.26514529,9.156884192,8.83549122,5.579337484,
Rwanda,RWA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.037456021,0.036632944,0.023162357,0.001671422,0.01715087,0.013051483,0.200737028,0.579233778,0.541665866,1.199919122,0.989198298,1.267483876,1.18942496,1.483198169,1.595925916,1.675376653,0.774153265,0.957163005,0.690315691,1.195075243,1.496786539,0.921196973,0.755236344,0.704071041,0.688820151,0.77028206,0.823791266,0.739637569,0.423061223,0.613198772,1.033692299,0.799743679,0.809576399,0.792926626,0.922347618,1.094870525,1.232297977,1.093323554,1.385734076,0.65787153,0.806127438,1.120364557,1.130563198,0.995577637,0.783633774,0.322564165,
Saudi Arabia,SAU,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.160687241,0.150597804,0.249942527,0.709920504,43.82086608,35.10417245,36.28531633,37.57473166,32.72087418,77.24687967,64.12369977,45.34109213,29.93252876,29.69129715,28.89789747,23.75699679,17.29588586,22.52793477,20.49052222,29.23913079,42.91391992,25.75009101,26.82748751,25.66906223,22.71423734,24.68844194,30.51140228,26.05643133,17.13575374,23.99311433,39.34007746,31.18821526,29.59403455,35.69175028,41.29180894,51.07826197,51.02620676,47.80801815,54.94247943,34.52849528,41.60457383,48.99864815,46.28652412,42.93444499,38.94087942,22.50081899,
Sudan,SDN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113494159,0.190162536,0.184386813,2.518557047,10.66865889,8.392927463,8.430155438,8.561849753,12.34628174,15.42329122,15.29667012,18.76514484,21.54888492,10.30678153,12.75748779,19.08566832,5.113614748,4.11407393,3.008634572,0.670594334,
Senegal,SEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001690216,0.004099434,0.004492453,0.002592652,0.001501935,0.001515701,0.001485904,0.001895451,0.001597228,0.001980818,0.001871716,0.001623542,0.001515941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Singapore,SGP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Solomon Islands,SLB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
San Marino,SMR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.330084763,0.365686023,0.220765166,0.056449061,0.23646936,1.390978867,0.524220488,0.398026074,0.353018116,0.396742129,0.534099358,0.497080592,0.35961456,0.399736336,0.197260638,0.386968652,0.55971879,0.462824889,0.294919861,0.211340618,0.082836088,
Sub-Saharan Africa (excluding high income),SSA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0.630553558,1.714629535,9.235437271,6.019730679,6.922828144,7.192561786,5.937906644,14.45875304,10.84062474,5.562882732,3.706914567,4.607029395,5.4203697,7.306965018,2.846578176,3.980535886,3.364199712,5.835522361,8.389835618,4.781443866,5.421327821,5.20026376,4.63153179,4.392013407,5.958206756,5.430554578,2.653944405,4.942517195,9.081154189,7.086452915,6.470281272,5.708930686,7.963181641,11.70931997,12.03574012,12.26364478,15.86793106,7.626620107,9.1039415,12.08456326,10.26724046,8.73489435,6.982501656,2.396524932,
South Sudan,SSD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2931803,34.56826607,41.71243117,48.36603432,6.341436966,24.25340674,25.88667271,11.97039248,
Sub-Saharan Africa,SSF,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0.630553558,1.714629535,9.235437271,6.019730679,6.922828144,7.192561786,5.937906644,14.45875304,10.84062474,5.562882732,3.706914567,4.607029395,5.4203697,7.306965018,2.846578176,3.980535886,3.364199712,5.835522361,8.389835618,4.781443866,5.421327821,5.20026376,4.63153179,4.392013407,5.958206756,5.430554578,2.653944405,4.942517195,9.081154189,7.086452915,6.470281272,5.708930686,7.963181641,11.70931997,12.03574012,12.26364478,15.86793106,7.626620107,9.1039415,12.08456326,10.26724046,8.73489435,6.982501656,2.396524932,
Small states,SST,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0.335904187,1.179453379,2.936462002,24.01264213,19.15122849,18.92913797,17.84018179,17.81300667,40.37634038,29.8436091,18.28209495,11.36695949,12.93462771,15.02822408,14.38634811,6.414328752,8.246301604,5.93499115,10.08677682,13.35471318,7.132708486,7.4263738,7.171003624,6.212526135,5.762916203,6.991823768,6.955912352,3.790630633,6.224778938,10.38398998,7.463642828,7.388022825,7.240113245,8.764836918,13.20097429,13.70413458,11.92019315,13.72987363,7.623210167,9.462276576,11.41737256,10.89984532,9.479347859,8.086426714,3.8488607,
Sao Tome and Principe,STP,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,0.065481752,0.18846523,0.274447706,0.589875077,0.364908357,0.715104337,0.639586974,2.655089294,5.676979983,2.653484902,3.922018548,3.823115074,2.923990446,3.323242106,3.844958821,3.691832602,1.683068465,4.400155602,9.066589431,7.859771145,5.771233597,5.626578416,6.25612002,8.483306088,7.454328766,7.688961336,9.592941293,4.072612218,5.379030156,8.722126596,7.380164885,6.768878099,6.092903404,2.039095444,
Slovak Republic,SVK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031453685,0.016047184,0.012210144,0.01384241,0.009746791,0.009258099,0.01498187,0.011043732,0.001625158,0.00505072,0.01529074,0.011458493,0.009976475,0.011728954,0.009773168,0.01155142,0.010672499,0.007635256,0.008013219,0.002320391,0.003171523,0.004469399,0.004050978,0.00320873,0.002522009,0.001091604,
Slovenia,SVN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000474112,0.000326502,0.000345262,5.23E-05,0.000217022,0.000569575,0.000288141,0.000272793,0.000186186,0.000132121,0.000158775,0.000173458,0.000150763,0.000180369,0.000104742,0.000159226,0.000227576,0.000241105,0.000215414,0.000183158,,
Sweden,SWE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0.000124407,4.50E-05,4.22E-05,9.84E-05,0.002720924,0.000611047,0.001164179,0.002333293,0.001228489,0.000699059,0.000106037,0.000141265,7.03E-05,0.000106367,0.000121846,3.63E-05,1.82E-05,0,0.000100548,7.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Swaziland,SWZ,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),SXM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.008417458,0.008242009,0.014779284,0.045823339,5.578553436,6.190638749,6.71858997,6.926445038,6.436070043,15.05640756,14.11055688,9.633105623,7.059428954,7.125337127,7.058290175,7.234836621,3.912540104,9.370292455,9.121375429,19.22284869,25.44484938,16.5076613,17.85497482,16.6967776,21.93684904,22.90646922,23.46416246,19.39427559,10.46341772,17.06972662,24.06636953,18.81719731,20.42639696,23.23243402,20.02586835,24.35551496,23.65982253,20.06581233,,,,,,,,,
Turks and Caicos Islands,TCA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.908674309,33.62700934,35.00584108,32.77656779,29.92004626,31.38604608,14.69008011,20.72912574,28.51936296,25.6529005,19.69977179,16.90415974,6.766465337,
East Asia & Pacific (IDA & IBRD countries),TEA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0,0.146021456,0.320641183,0.679938549,3.763455405,3.624818604,4.517407175,4.831043048,5.399241114,12.11731505,11.79864902,8.257058569,4.267548198,5.539769125,5.930940503,5.402397751,2.702017261,4.145920158,2.825362254,3.929419614,5.244184513,2.799369392,2.785664174,2.510019855,1.910957299,1.724409116,1.916899275,1.644437292,0.91654855,1.40429324,2.505886074,1.678453722,1.575059117,1.63016129,1.976031546,2.670717638,2.593051084,2.071589689,2.354900665,1.021357622,1.425556157,1.731328517,1.475407562,1.195554606,0.979493753,0.316274798,
Europe & Central Asia (IDA & IBRD countries),TEC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.003252334,0.005704838,0.004849175,0.006052249,0.244312146,0.186770301,0.198123729,0.190049782,0.16972672,0.320747673,0.411717401,0.340508704,0.283820044,0.31138313,0.630883107,0.569008957,0.200870544,0.606052929,0.565642675,5.341546605,5.86161695,2.480226249,2.269025481,2.116245416,1.982466986,2.064272883,2.737601215,2.142446752,0.468372033,2.252024844,5.200707107,4.001272166,4.065954621,4.355920066,4.994639742,6.2747581,6.44082656,5.478434039,6.093894896,4.18349626,5.252816291,6.67267755,6.311799595,5.545344855,5.145431691,2.7814568,
Togo,TGO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Thailand,THA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0.000381798,0.00033253,0.000558708,0.002507906,0.002337519,0.002976885,0.004328141,0.003355686,0.00816623,0.009135728,0.00760993,0.004212188,0.101266169,0.226938228,0.367793893,0.152214204,0.166451823,0.115951804,0.28746564,0.371901047,0.190325723,0.211639454,0.179196433,0.150417097,0.134804967,0.17877747,0.223904093,0.159110946,0.262298769,0.675175036,0.520007673,0.528905025,0.669562621,0.786479727,1.321807805,1.489101784,1.33105764,1.857068901,0.924258862,1.297927008,1.67042547,1.572667944,1.323712545,1.139925063,0.409039065,
Tajikistan,TJK,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.692035785,0.383242663,0.302217107,0.215286087,0.173719299,0.102171634,0.140953526,0.155123019,0.017577781,0.088910284,0.241063964,0.129290713,0.103471763,0.113040349,0.079532706,0.124467588,0.131258314,0.09801452,0.082086477,0.040254803,0.052830068,0.069465205,0.092218726,0.050294186,0.040415644,0.018356499,
Turkmenistan,TKM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.86332496,,,,7.054573248,5.363373037,6.309543461,6.664479277,10.33842595,9.754138384,2.38613687,13.54608539,26.59161937,17.70368573,15.83923225,16.24543044,20.93458528,24.3024087,21.02363791,17.73320429,16.74366981,8.437073712,10.53808305,13.78276443,11.33960118,9.345060299,7.239130401,3.744379998,
Latin America & the Caribbean (IDA & IBRD countries),TLA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.000379207,0.001393267,0.001309925,0.009916076,2.610967724,2.190311556,2.294592908,1.906541987,1.762490219,5.532002161,6.562111614,4.944144189,3.180616181,4.922437408,4.921885571,4.584447069,1.539873029,2.826731321,1.739790351,2.75272886,3.649071057,1.547781514,1.86738262,1.592990237,1.30188515,1.441313682,1.915172287,1.58090246,0.683530178,1.576514038,2.980778342,2.160175296,2.576065143,3.050547827,3.703978937,4.686205848,4.636605585,3.862016507,4.479811939,2.176631224,2.716193467,3.837005709,3.625612661,3.317898788,2.3965194,0.943749078,
Timor-Leste,TLS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.042250267,0.039367534,0.067130134,0.205227051,22.47489967,18.4521065,18.98379357,18.48782228,17.72471601,35.77736921,24.74863073,13.80100862,12.39512797,11.70924255,10.962178,10.6108125,3.94312922,8.368089956,7.720425728,12.90819567,13.95746335,9.649725959,8.899660952,12.43369747,11.02717644,10.97020198,12.32565749,10.54408721,5.880187851,9.005472387,15.95948073,12.18997005,12.94930336,14.83733801,20.43451368,25.8758748,27.02683977,23.918438,26.6497673,15.57774037,18.8665091,21.28491217,17.63475948,17.06398427,16.28267411,8.143383041,
Tonga,TON,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.037456021,0.036632944,0.023162357,0.001671422,0.01715087,0.013051483,0.200737028,0.579233778,0.541665866,1.199919122,0.989198298,1.267483876,1.18942496,1.483198169,1.595925916,1.675376653,0.774153265,0.957163005,0.690315691,1.195075243,1.496786539,0.921196973,0.755236344,0.704071041,0.688820151,0.77028206,0.823791266,0.739637569,0.423061223,0.613198772,1.033692299,0.799743679,0.809576399,0.792926626,0.922347618,1.094870525,1.232297977,1.093323554,1.385734076,0.65787153,0.806127438,1.120364557,1.130563198,0.995577637,0.783633774,0.322564165,
Sub-Saharan Africa (IDA & IBRD countries),TSS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0.630553558,1.714629535,9.235437271,6.019730679,6.922828144,7.192561786,5.937906644,14.45875304,10.84062474,5.562882732,3.706914567,4.607029395,5.4203697,7.306965018,2.846578176,3.980535886,3.364199712,5.835522361,8.389835618,4.781443866,5.421327821,5.20026376,4.63153179,4.392013407,5.958206756,5.430554578,2.653944405,4.942517195,9.081154189,7.086452915,6.470281272,5.708930686,7.963181641,11.70931997,12.03574012,12.26364478,15.86793106,7.626620107,9.1039415,12.08456326,10.26724046,8.73489435,6.982501656,2.396524932,
Trinidad and Tobago,TTO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0.006863062,0.006750674,0.06258837,16.50940223,15.60782187,17.45307605,13.21678919,11.51099167,28.22374835,27.09465525,17.64097949,8.085104034,10.63623073,11.06744351,11.82181288,5.907161255,10.36295113,7.368925014,13.09467897,16.71750024,7.660988684,8.178771497,8.234091558,7.390282942,7.7878405,9.60482449,7.780845122,3.11475801,5.973791272,9.630674747,5.91821651,7.257829162,7.216746361,7.606758974,11.42271944,11.59420941,8.464706405,8.549714686,5.47847156,6.53333958,8.495004631,7.164368587,6.507818402,5.867710905,2.156581262,
Tunisia,TUN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.012469701,0.01087256,0.015149494,0.042019922,5.776639134,5.19441629,4.644515943,5.441893724,5.505806768,14.62113415,14.46482866,11.36162352,9.08210774,9.974207876,9.803819344,9.28416509,3.623571781,4.855910972,3.632365933,5.615827895,5.926510809,3.639591655,3.397955344,2.862971178,2.254756108,2.118666874,2.482469696,1.884496365,1.041741232,1.699892741,3.035509262,2.176594333,2.218451478,2.028804875,2.537359462,3.75417572,4.079037244,5.412033577,5.803707235,3.270097234,4.239273801,5.19351279,5.210029909,4.387441753,3.448483924,1.813231539,
Turkey,TUR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.003252334,0.005704838,0.004849175,0.006052249,0.244312146,0.186770301,0.198123729,0.190049782,0.16972672,0.320747673,0.510867433,0.418979947,0.35297356,0.377539966,0.348543667,0.302029017,0.122412791,0.180222658,0.134971489,0.196856843,0.248313536,0.136927172,0.130413349,0.101186955,0.121777111,0.099863876,0.128838006,0.096084141,0.013216647,0.055140154,0.110959164,0.104800752,0.089925269,0.080883147,0.079516953,0.099570742,0.104828075,0.089227667,0.110257335,0.075743551,0.096959904,0.13200276,0.104461771,0.08316326,0.071841128,0.028814721,
Tuvalu,TUV,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,UKR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.623582256,0.379774986,0.485241147,0.618677176,0.309074179,0.307459658,0.320155066,0.356424712,0.431742571,0.646026951,0.4502729,0.107708545,0.587896615,1.365694355,0.836775785,0.52301266,0.575810526,0.654077767,0.771284812,0.780239075,0.601283561,0.590060668,0.445979674,0.480627611,0.602280945,0.571850083,0.466994227,0.515580942,0.288212471,
Upper middle income,UMC,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.005347197,0.032378574,0.072141247,0.160381542,5.322751979,4.603107076,5.258245245,5.112402674,4.988587786,11.28718503,9.83082195,6.124912629,4.637792454,5.753787071,5.65797159,5.555182851,2.163908372,3.830537316,2.835631884,5.004428301,6.33098756,2.508853165,2.621083171,2.78692105,2.303933296,2.376916836,2.977058973,2.454268138,1.104277391,2.33481556,4.423310328,3.256969673,3.483530203,3.916272638,5.042432468,6.550184636,6.662314001,5.732990681,6.504940897,3.462851519,4.275107722,5.227844896,4.583832629,3.997729611,3.330222982,1.28407715,
Uruguay,URY,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
United States,USA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.411134882,0.399647183,0.393695703,0.423279163,1.550113307,1.364512101,1.348324422,1.416348077,1.344098603,2.431480471,3.027718557,2.2259766,1.451356444,1.603423072,1.456266623,1.347070532,0.572802034,0.766401725,0.518492892,0.631876777,0.794233205,0.531180324,0.496655804,0.390717763,0.314021873,0.325936365,0.381290629,0.242637556,0.083547205,0.176360324,0.331022517,0.191409906,0.19587661,0.216230033,0.27675166,0.321511717,0.323085987,0.318277246,0.540459698,0.275754159,0.351791161,0.445423759,0.336459903,0.406387307,0.355425191,0.049126356,
Uzbekistan,UZB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.937099017,1.094283543,1.246376075,1.4299014,0.430945069,1.76086058,1.589613417,1.132736417,0.222722618,0.616082578,3.675588266,0.732624959,1.031881102,1.566688061,1.084792025,0.314783513,2.020322675,1.632883129,1.500848313,0.759529532,0.707236836,0.844138909,0.641464627,0.492790012,0.36344385,0.129856759,
St. Vincent and the Grenadines,VCT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.003173979,0.011936767,0.011027984,0.088672089,19.19014785,13.77566554,13.56587178,9.987383814,8.685179195,26.66910278,26.9524129,18.92717597,9.619424384,12.3944716,16.46819583,14.24868633,5.130827368,12.55415151,7.243687794,17.21643477,25.70904612,13.00468726,13.00738078,13.07537671,12.59272918,11.460436,18.17276816,13.5691781,5.302722326,9.561774577,17.72605763,11.53316397,14.24447744,18.04532114,20.43212481,23.81026508,21.39257595,16.96747308,17.27182321,6.980664972,9.396631852,18.56698787,14.72502953,14.21273616,,,
British Virgin Islands,VGB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.180937787,2.330208714,5.726854914,3.172399659,4.702165561,3.869668611,3.168556937,2.935400278,3.512203097,3.250337945,2.017975408,3.965555423,7.187200654,5.026270168,4.799701042,4.97468626,7.133236354,8.845487832,8.19488941,6.809861454,7.070547417,3.439860984,4.745463644,6.231471651,5.551566456,4.519926431,3.791328888,1.303252163,
Vanuatu,VUT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,WLD,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.220371753,0.183379594,0.193601321,0.237624306,2.12210811,1.805467448,2.066061734,2.105735461,1.831862453,4.082926463,4.274733648,3.11393529,2.078181467,2.302111514,2.261434915,2.092067814,0.799305392,1.098438425,0.791108849,1.350590332,1.750795334,0.858266779,0.856682319,0.8577381,0.723468608,0.739832007,0.969844896,0.83378588,0.389877391,0.712781828,1.404892399,1.040792096,1.036906,1.161010873,1.511715733,2.125252841,2.33101845,2.18843966,2.80868476,1.508637465,2.035868961,2.693731463,2.512726101,2.304934503,1.966675199,0.819661024,
Samoa,WSM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,XKX,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Yemen, Rep.",YEM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.67519453,15.20830439,12.73041123,17.23701807,31.03499169,34.58291724,33.41599833,26.16514896,16.28233395,24.31471409,38.69138379,30.545726,28.94045658,30.83966588,33.01707336,40.67034963,39.08416525,32.42144253,31.54137452,19.07986725,20.51704094,20.96117065,15.21548459,14.30550528,9.838832226,1.892989997,
